tax_id,Org_name-new_name,Org_name,GeneID,CurrentID,Status,Symbol,Symbol CAPS,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1
9031,J,Gallus gallus,417229,0,live,NAIF1,naif1,C9orf90,nuclear apoptosis inducing factor 1,nuclear apoptosis-inducing factor 1,,17,NC_006104.5,5192459,5196343,plus,3,,
9031,J,Gallus gallus,421717,0,live,NCOA7,ncoa7,,nuclear receptor coactivator 7,nuclear receptor coactivator 7,,3,NC_006090.5,59835085,59902821,minus,14,,
62051,E,Varanus salvator,6386118,0,live,ND1,nd1,,NADH dehydrogenase subunit 1,,,MT,NC_010974.1,2617,3582,plus,0,,
62051,E,Varanus salvator,6386117,0,live,ND2,nd2,,NADH dehydrogenase subunit 2,,,MT,NC_010974.1,3791,4827,plus,0,,
62051,E,Varanus salvator,6386116,0,live,ND3,nd3,,NADH dehydrogenase subunit 3,,,MT,NC_010974.1,9364,9709,plus,0,,
62051,E,Varanus salvator,6386113,0,live,ND4,nd4,,NADH dehydrogenase subunit 4,,,MT,NC_010974.1,10553,11926,plus,0,,
62051,E,Varanus salvator,6386114,0,live,ND4L,nd4l,,NADH dehydrogenase subunit 4L,,,MT,NC_010974.1,10263,10559,plus,0,,
62051,E,Varanus salvator,6386125,0,live,ND5,nd5,,NADH dehydrogenase subunit 5,,,MT,NC_010974.1,12132,13925,plus,0,,
62051,E,Varanus salvator,6386123,0,live,ND6,nd6,,NADH dehydrogenase subunit 6,,,MT,NC_010974.1,15843,16373,minus,0,,
9031,J,Gallus gallus,399507,0,live,NEWENTRY,newentry,,Record to support submission of GeneRIFs for a gene not in Gene (Gallus domesticus; Gallus gallus domesticus; bantam; chicken; chickens).,,,,,,,,,,
9031,J,Gallus gallus,417987,0,live,NFE2L1,nfe2l1,,"nuclear factor, erythroid 2 like 1",endoplasmic reticulum membrane sensor NFE2L1|NF-E2-related factor 1|NFE2-related factor 1|nuclear factor (erythroid-derived 2)-like 1|nuclear factor erythroid 2-related factor 1,,27,NC_006114.5,6479451,6488365,minus,7,,
103695,B,Pogona vitticeps,110085341,0,live,NFKB1,nfkb1,,nuclear factor kappa B subunit 1,nuclear factor NF-kappa-B p105 subunit,,Un,,,,,,,
28377,A,Anolis carolinensis,100566624,0,live,nfkb2,nfkb2,,nuclear factor kappa B subunit 2,LOW QUALITY PROTEIN: nuclear factor NF-kappa-B p100 subunit|nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),,Un,,,,,,,
9031,J,Gallus gallus,425805,0,live,NGFR,ngfr,,nerve growth factor receptor,"tumor necrosis factor receptor superfamily member 16|NGF receptor|gp80-LNGFR|low affinity neurotrophin receptor p75NTR|low-affinity nerve growth factor receptor|nerve growth factor receptor (TNFR superfamily, member 16)|p75 ICD",,27,NC_006114.5,5831662,5843100,minus,6,,
9031,J,Gallus gallus,395807,0,live,NOS2,nos2,"INOSA, NOS2",nitric oxide synthase 2,"nitric oxide synthase, inducible|NOS type II|inducible NO synthase|inducible NOS|inducible nitric oxide synthase|macrophage NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|peptidyl-cysteine S-nitrosylase NOS2",,19,NC_006106.5,9342049,9361222,minus,28,,
103944,G,Protobothrops mucrosquamatus,107292297,0,live,NPC1,npc1,,NPC intracellular cholesterol transporter 1,NPC intracellular cholesterol transporter 1,,Un,,,,,,,
9031,J,Gallus gallus,429074,0,live,NPL,npl,,N-acetylneuraminate pyruvate lyase,N-acetylneuraminate lyase|N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)|N-acetylneuraminic acid aldolase|NALase|sialate lyase|sialate-pyruvate lyase|sialic acid aldolase|sialic acid lyase,,8,NC_006095.5,7811785,7832540,plus,16,,
9031,J,Gallus gallus,395765,0,live,NPPA,nppa,"ANF, ANP, NPPB",natriuretic peptide A,natriuretic peptides B|atrial natriuretic factor|atrial natriuretic peptide|natriuretic peptide B|natriuretic peptide precursor A|natriuretic peptides A|prepronatriodilatin,,21,NC_006108.5,5578197,5580816,plus,3,,
9031,J,Gallus gallus,431640,0,live,NPR1,npr1,,natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A),atrial natriuretic peptide receptor 1-like,,Z,NC_006127.5,67241995,67287780,plus,24,,
93934,K,Coturnix japonica,107320036,0,live,NR3C1,nr3c1,GR,nuclear receptor subfamily 3 group C member 1,glucocorticoid receptor,,13,NC_029528.1,804130,856543,plus,11,,
9031,J,Gallus gallus,395251,0,live,NSG1,nsg1,,neuronal vesicle trafficking associated 1,neuronal vesicle trafficking-associated protein 1|LZ1|neuron specific gene family member 1|neuron-specific protein family member 1,,4,NC_006091.5,78573919,78594504,plus,5,,
9031,J,Gallus gallus,423871,0,live,NT5C2,nt5c2,,"5'-nucleotidase, cytosolic II",cytosolic purine 5'-nucleotidase|cytosolic 5'-nucleotidase II,,6,NC_006093.5,24455064,24515399,minus,22,,
9031,J,Gallus gallus,395080,0,live,NT5C3A,nt5c3a,"NT5C3, PYN1","5'-nucleotidase, cytosolic IIIA","cytosolic 5'-nucleotidase 3A|5'-nucleotidase, cytosolic III|7-methylguanosine nucleotidase|7-methylguanosine phosphate-specific 5'-nucleotidase|P5'N-1|P5N-1|PN-I|cN-III|cytosolic 5'-nucleotidase 3|cytosolic 5'-nucleotidase III|pyrimidine 5'-nucleotidase 1",,2,NC_006089.5,47912825,47936392,plus,14,,
9031,J,Gallus gallus,420034,0,live,NT5C3B,nt5c3b,NT5C3L,"5'-nucleotidase, cytosolic IIIB","7-methylguanosine phosphate-specific 5'-nucleotidase|5'-nucleotidase, cytosolic III-like|7-methylguanosine nucleotidase|N(7)-methylguanylate 5'-phosphatase|cN-III-like protein|cytosolic 5'-nucleotidase 3B|cytosolic 5'-nucleotidase III-like protein",,27,NC_006114.5,7505165,7510416,minus,11,,
9031,J,Gallus gallus,396389,0,live,NTN1,ntn1,netrin-1,netrin 1,netrin-1,,18,NC_006105.5,2045396,2092970,plus,6,,
9031,J,Gallus gallus,396157,0,live,NTRK2,ntrk2,TRKB,neurotrophic receptor tyrosine kinase 2,"BDNF/NT-3 growth factors receptor|neurotrophic tyrosine kinase, receptor, type 2|trk-B|trkB tyrosine kinase|tyrosine kinase receptor",,Z,NC_006127.5,40300897,40511403,plus,21,,
9031,J,Gallus gallus,395746,0,live,OAZ1,oaz1,OAZ,ornithine decarboxylase antizyme 1,ornithine decarboxylase antizyme 1|ODC-Az|antizyme 1,,28,NC_006115.5,2082137,2086055,minus,5,,
97097,K,Phaethon lepturus,104617877,0,live,OGDHL,ogdhl,N335_03895,oxoglutarate dehydrogenase L,"2-oxoglutarate dehydrogenase-like, mitochondrial|oxoglutarate dehydrogenase like",,Un,,,,,,,
9031,J,Gallus gallus,424900,0,live,OPA1,opa1,,"OPA1, mitochondrial dynamin like GTPase","dynamin-like 120 kDa protein, mitochondrial|optic atrophy 1 (autosomal dominant)|optic atrophy protein 1 homolog",,9,NC_006096.5,13184973,13234676,minus,31,,
9031,J,Gallus gallus,419251,0,live,OPRL1,oprl1,,opioid related nociceptin receptor 1,nociceptin receptor|opiate receptor-like 1,,20,NC_006107.5,9251328,9263817,minus,5,,
9031,J,Gallus gallus,425059,0,live,ORMDL2,ormdl2,,ORMDL sphingolipid biosynthesis regulator 2,ORM1-like protein 2|ORM1-like 2,,33,NC_008465.4,5538239,5540265,plus,4,,
28377,A,Anolis carolinensis,100558376,0,live,oscp1,oscp1,,organic solute carrier partner 1,protein OSCP1,,Un,,,,,,,
146911,C,Gekko japonicus,107121310,0,live,OSER1,oser1,,oxidative stress responsive serine rich 1,oxidative stress-responsive serine-rich protein 1,,Un,,,,,,,
28377,A,Anolis carolinensis,103279343,0,live,osgin1,osgin1,,oxidative stress induced growth inhibitor 1,oxidative stress-induced growth inhibitor 1,,c,NC_014784.1,6922956,6936751,plus,6,,
28377,A,Anolis carolinensis,100551535,0,live,osgin2,osgin2,,oxidative stress induced growth inhibitor family member 2,oxidative stress-induced growth inhibitor 2,,4,NC_014779.1,21491512,21507128,minus,6,,
9031,J,Gallus gallus,395735,0,live,OTC,otc,,ornithine carbamoyltransferase,"ornithine carbamoyltransferase, mitochondrial|OTCase",,1,NC_006088.5,114206427,114232333,minus,10,,
9031,J,Gallus gallus,396058,0,live,OVAL,oval,"OVA, SERPINB14",ovalbumin (SERPINB14),ovalbumin|allergen Gal d II|clade (ovalbumin)|egg albumin|member 14|plakalbumin|serpin peptidase inhibitor,,2,NC_006089.5,67682462,67691808,minus,8,,
9031,J,Gallus gallus,395381,0,live,OVOA,ovoa,"MUC5B, alpha-ovomucin, alpha-subunit","ovomucin, alpha subunit",ovomucin|mucin-5B oligomeric mucus/gel-forming,,5,NC_006092.5,15069687,15114996,minus,50,,
28377,A,Anolis carolinensis,100561570,0,live,oxsr1,oxsr1,,oxidative stress responsive kinase 1,serine/threonine-protein kinase OSR1|oxidative stress responsive 1,,6,NC_014781.1,785780,870694,minus,18,,
9031,J,Gallus gallus,771952,0,live,P2RX7,p2rx7,,purinergic receptor P2X 7,"P2X purinoceptor 7|purinergic receptor P2X, ligand gated ion channel, 7",,15,NC_006102.5,5715157,5727149,plus,13,,
9031,J,Gallus gallus,414142,0,live,P3H1,p3h1,LEPRE1,prolyl 3-hydroxylase 1,prolyl 3-hydroxylase 1|leprecan 1|leprecan-1 homolog|leucine proline-enriched proteoglycan (leprecan) 1|leucine- and proline-enriched proteoglycan 1 homolog,,21,NC_006108.5,6377332,6383361,plus,15,,
9031,J,Gallus gallus,414143,0,live,P3H2,p3h2,LEPREL1,prolyl 3-hydroxylase 2,prolyl 3-hydroxylase 2|leprecan-like 1|leprecan-like protein 1,,9,NC_006096.5,14138902,14200554,plus,17,,
9031,J,Gallus gallus,374091,0,live,P4HB,p4hb,PDI,prolyl 4-hydroxylase subunit beta,"protein disulfide-isomerase|R-cognin|cellular thyroid hormone-binding protein|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase-associated 1)|procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)|prolyl 4-hydroxylase beta-subunit|prolyl 4-hydroxylase, beta polypeptide|retina cognin",,18,NC_006105.5,9917130,9925485,minus,11,,
9031,J,Gallus gallus,421577,0,live,PARK2,park2,PRKN,parkin RBR E3 ubiquitin protein ligase,"E3 ubiquitin-protein ligase parkin|Parkinson disease (autosomal recessive, juvenile) 2, parkin|parkinson protein 2, E3 ubiquitin protein ligase (parkin)",,3,NC_006090.5,44583412,45262251,plus,12,,
9031,J,Gallus gallus,395277,0,live,PARK7,park7,DJ-1,Parkinsonism associated deglycase,"protein/nucleic acid deglycase DJ-1|Parkinson disease (autosomal recessive, early onset) 7|Parkinson disease 7|maillard deglycase|parkinson disease protein 7 homolog|parkinsonism-associated deglycase|protein DJ-1|protein deglycase DJ-1",,21,NC_006108.5,264288,272660,minus,8,,
54380,K,Cariama cristata,104162357,0,live,PAWR,pawr,,pro-apoptotic WT1 regulator,PRKC apoptosis WT1 regulator protein,,Un,,,,,,,
9031,J,Gallus gallus,395943,0,live,PAX6,pax6,PAX-6,paired box 6,paired box protein Pax-6|paired box gene 6,,5,NC_006092.5,5444524,5461416,minus,14,,
28377,A,Anolis carolinensis,100562871,0,live,pcbd1,pcbd1,,pterin-4 alpha-carbinolamine dehydratase 1,pterin-4-alpha-carbinolamine dehydratase|pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha,,3,NC_014778.1,50326854,50342379,plus,4,,
28377,A,Anolis carolinensis,100563090,0,live,pcbd2,pcbd2,,pterin-4 alpha-carbinolamine dehydratase 2,pterin-4-alpha-carbinolamine dehydratase 2|pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2,,Un,,,,,,,
9031,J,Gallus gallus,396458,0,live,PCK1,pck1,PEPCK,phosphoenolpyruvate carboxykinase 1,"phosphoenolpyruvate carboxykinase, cytosolic [GTP]|PEPCK-C|cytosolic phosphoenolpyruvate carboxykinase|phosphoenolpyruvate carboxykinase 1 (soluble)|phosphoenolpyruvate carboxykinase, cytosolic|phosphoenolpyruvate carboxylase",,20,NC_006107.5,11554555,11562277,minus,10,,
9031,J,Gallus gallus,396457,0,live,PCK2,pck2,PEPCK-M,"phosphoenolpyruvate carboxykinase 2, mitochondrial","phosphoenolpyruvate carboxykinase [GTP], mitochondrial|phosphoenolpyruvate carboxylase",,Un,,,,,,,
9031,J,Gallus gallus,425003,0,live,PDCD10,pdcd10,,programmed cell death 10,programmed cell death protein 10,,9,NC_006096.5,20764384,20776137,plus,9,,
35019,G,Thamnophis sirtalis,106554165,0,live,PDHA1,pdha1,,pyruvate dehydrogenase E1 subunit alpha 1,"pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial|pyruvate dehydrogenase (lipoamide) alpha 1|pyruvate dehydrogenase E1 alpha 1 subunit|pyruvate dehydrogenase alpha 1",,Un,,,,,,,
9031,J,Gallus gallus,373899,0,live,PDIA3,pdia3,"25D3-membrane-associated, 58kDa, ERp57, GRP58",protein disulfide isomerase family A member 3,"protein disulfide-isomerase A3|1,25D3-MARRS protein|1,25D3-membrane-associated, rapid-response steroid-binding protein|25D3-MARRS protein|ER protein 57|endoplasmic reticulum resident protein 57|glucose regulated protein, 58kDa|glucose regulated thiol oxidoreductase protein|glucose-regulated thiol oxidoreductase 58 kDa protein|rapid-response steroid-binding protein",,10,NC_006097.5,20574322,20583234,minus,13,,
9031,J,Gallus gallus,414873,0,live,PDLIM3,pdlim3,"ALP, SkALP, SmALP, p36-ALP, p40-ALP",PDZ and LIM domain 3,PDZ and LIM domain protein 3|alpha-actinin associated LIM protein smooth muscle isoform|alpha-actinin-associated LIM protein,,4,NC_006091.5,61062025,61084487,minus,9,,
9031,J,Gallus gallus,395643,0,live,PDLIM4,pdlim4,RIL,PDZ and LIM domain 4,PDZ and LIM domain protein 4|LIM protein RIL|reversion-induced LIM protein,,13,NC_006100.5,17488965,17519489,plus,7,,
9031,J,Gallus gallus,416362,0,live,PDLIM7,pdlim7,"LMP, LMP-4",PDZ and LIM domain 7,PDZ and LIM domain protein 7|Enigma 90kDa large protein|Enigma LIM-domain loss protein|Enigma protein alpha|Enigma protein beta|Enigma protein gamma|LIM mineralization protein|LIM mineralizing protein|PDZ and LIM domain 7 (enigma),,13,NC_006100.5,10873692,10890210,minus,29,,
9031,J,Gallus gallus,415906,0,live,PFKFB1,pfkfb1,"6PF-2-K/Fru-2, PFK/FBPase","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase|6PF-2-K/Fru-2,6-P2ase liver isozyme",,Un,,,,,,,
9031,J,Gallus gallus,422991,0,live,PGGHG,pgghg,ATHL1,protein-glucosylgalactosylhydroxylysine glucosidase,"protein-glucosylgalactosylhydroxylysine glucosidase|ATH1, acid trehalase-like 1|acid trehalase-like protein 1",,5,NC_006092.5,1823910,1835830,minus,16,,
28377,A,Anolis carolinensis,100562877,0,live,pgm1,pgm1,,phosphoglucomutase 1,phosphoglucomutase-1,,4,NC_014779.1,99124799,99165852,minus,11,,
9031,J,Gallus gallus,416559,0,live,PGP,pgp,"AUM, G3PP",phosphoglycolate phosphatase,glycerol-3-phosphate phosphatase|PGPase|aspartate-based ubiquitous Mg(2+)-dependent phosphatase,,14,NC_006101.5,6892250,6895546,minus,2,,
9031,J,Gallus gallus,395093,0,live,PHACTR1,phactr1,DDSG1,phosphatase and actin regulator 1,phosphatase and actin regulator 1|differential display-screened gene expressed in the gizzard-1,,2,NC_006089.5,62237668,62533078,minus,20,,
30455,K,Fulmarus glacialis,104075327,0,live,PHC3,phc3,,polyhomeotic homolog 3,polyhomeotic-like protein 3,,Un,,,,,,,
9031,J,Gallus gallus,416804,0,live,PIWIL1,piwil1,"CIWI, PIWI",piwi like RNA-mediated gene silencing 1,piwi-like protein 1|piwi-like 1,,15,NC_006102.5,3606157,3703287,minus,30,,
28377,A,Anolis carolinensis,100564757,0,live,pkd1,pkd1,,"polycystin 1, transient receptor potential channel interacting",polycystin-1|polycystic kidney disease 1 (autosomal dominant),,Un,,,,,,,
8469,H,Chelonia mydas,102938696,0,live,PKD1L1,pkd1l1,,"polycystin 1 like 1, transient receptor potential channel interacting",LOW QUALITY PROTEIN: polycystic kidney disease protein 1-like 1,,Un,,,,,,,
28377,A,Anolis carolinensis,103280704,0,live,pkd1l3,pkd1l3,,"polycystin 1 like 3, transient receptor potential channel interacting",LOW QUALITY PROTEIN: polycystic kidney disease protein 1-like 3|polycystic kidney disease 1-like 3,,Un,,,,,,,
28377,A,Anolis carolinensis,100567525,0,live,pkd2,pkd2,,"polycystin 2, transient receptor potential cation channel",polycystin-2|polycystic kidney disease 2 (autosomal dominant),,5,NC_014780.1,45599353,45616234,plus,15,,
28377,A,Anolis carolinensis,100564081,0,live,pkd2l1,pkd2l1,,"polycystin 2 like 1, transient receptor potential cation channel",polycystic kidney disease 2-like 1 protein,,Un,,,,,,,
28377,A,Anolis carolinensis,100559318,0,live,pkd2l2,pkd2l2,,"polycystin 2 like 2, transient receptor potential cation channel",polycystic kidney disease 2-like 2 protein|polycystic kidney disease 2-like 2,,2,NC_014777.1,142234553,142275630,minus,15,,
28377,A,Anolis carolinensis,100563242,0,live,pla1a,pla1a,,phospholipase A1 member A,phospholipase A1 member A,,Un,,,,,,,
176946,G,Python bivittatus,103062170,0,live,PLEKHA4,plekha4,,pleckstrin homology domain containing A4,pleckstrin homology domain-containing family A member 4,,Un,,,,,,,
28377,A,Anolis carolinensis,100560016,0,live,pltp,pltp,,phospholipid transfer protein,phospholipid transfer protein,,Un,,,,,,,
9031,J,Gallus gallus,419838,0,live,PM20D1,pm20d1,,peptidase M20 domain containing 1,N-fatty-acyl-amino acid synthase/hydrolase PM20D1|peptidase M20 domain-containing protein 1|probable carboxypeptidase PM20D1,,26,NC_006113.5,2308448,2321317,minus,14,,
8469,H,Chelonia mydas,102947740,0,live,PNLIP,pnlip,"UY3_03738, PNLIPRP1",pancreatic lipase,pancreatic triacylglycerol lipase|pancreatic lipase related protein 1,,Un,,,,,,,
8479,H,Chrysemys picta,101934095,0,live,PNLIPRP1,pnliprp1,,pancreatic lipase related protein 1,inactive pancreatic lipase-related protein 1,,6,NC_024223.1,58555409,58576586,minus,12,,
9031,J,Gallus gallus,771374,0,live,PNLIPRP3,pnliprp3,,pancreatic lipase related protein 3,pancreatic lipase-related protein 3|pancreatic lipase-related protein 2,,6,NC_006093.5,29784292,29801651,plus,14,,
8996,K,Numida meleagris,110394546,0,live,POLR1F,polr1f,TWISTNB,RNA polymerase I subunit F,DNA-directed RNA polymerase I subunit RPA43|TWIST neighbor,,2,NC_034410.1,29690186,29693740,minus,4,,
9031,J,Gallus gallus,396463,0,live,POU2F1,pou2f1,"Oct-1, chOCT-1",POU class 2 homeobox 1,"POU domain, class 2, transcription factor 1|NF-A1|OTF-1|octamer-binding protein (Oct-1)|octamer-binding protein 1|octamer-binding transcription factor 1",,1,NC_006088.5,93066028,93187535,minus,18,,
9031,J,Gallus gallus,373928,0,live,PPARG,pparg,PPARgamma,peroxisome proliferator-activated receptor gamma,"peroxisome proliferator-activated receptor gamma|peroxisome proliferative activated receptor, gamma",,12,NC_006099.5,5238261,5291881,plus,9,,
9031,J,Gallus gallus,422743,0,live,PPAT,ppat,,phosphoribosyl pyrophosphate amidotransferase,amidophosphoribosyltransferase|ATase|GPAT|glutamine phosphoribosylpyrophosphate amidotransferase,,4,NC_006091.5,64741531,64783894,plus,11,,
308060,K,Apteryx rowi,112969203,0,live,PPM1B,ppm1b,,"protein phosphatase, Mg2+/Mn2+ dependent 1B",protein phosphatase 1B,,Un,,,,,,,
9031,J,Gallus gallus,396019,0,live,PPP1CB,ppp1cb,,protein phosphatase 1 catalytic subunit beta,"serine/threonine-protein phosphatase PP1-beta catalytic subunit|PP-1B|protein phosphatase 1, catalytic subunit, beta isoform|protein phosphatase 1, catalytic subunit, beta isozyme|protein phosphatase 1, catalytic subunit,, delta (gizzard)",,3,NC_006090.5,27329669,27359503,minus,8,,
28377,A,Anolis carolinensis,103277756,0,live,ppp1r3f,ppp1r3f,,protein phosphatase 1 regulatory subunit 3F,LOW QUALITY PROTEIN: protein phosphatase 1 regulatory subunit 3F,,2,NC_014777.1,89172080,89210487,plus,4,,
9031,J,Gallus gallus,396021,0,live,PPP2CB,ppp2cb,PPP2CA,protein phosphatase 2 catalytic subunit beta,"serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform|PP2A-alpha|phosphatase 2A catalytic subunit|protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform|protein phosphatase 2, catalytic subunit, beta isozyme",,4,NC_006091.5,34628096,34640529,minus,7,,
