From	To
M3W955	APOA4
P98065	TNFAIP6
Q3ZCL3	NMI
P43234	CTSO
Q91Z46	Dusp7
Q9BQE9	BCL7B
Q64727	Vcl
Q13277	STX3
Q3SWY8	ZUP1
Q5EA95	IFT57
Q9BPX3	NCAPG
Q9NX36	DNAJC28
Q9NU19	TBC1D22B
Q8R344	Ccdc12
Q14126	DSG2
Q9HB07	C12orf10
Q2TBH8	ZWINT
Q8NB78	KDM1B
Q9D342	Tmem170a
Q7LG56	RRM2B
O75051	PLXNA2
Q8JG33	WFDC1
Q8BHL6	Faap24
Q8BJ66	Kazald1
Q5JVS0	HABP4
P05408	SCG5
Q9Y295	DRG1
P49588	AARS1
Q6DKK2	TTC19
Q9H3R5	CENPH
Q9WVA3	Bub3
Q92556	ELMO1
Q9Z1C8	Rapgef3
P02706	Asgr1
Q2TBQ0	TFB1M
P51965	UBE2E1
P51570	GALK1
Q3T0N5	MAPK13
Q5FVV3	chchd6
Q1LZG6	CCNB1
P0CG11	CHTF8
Q8TEW6	DOK4
Q8NI29	FBXO27
F1NVK6	TMEM237
Q9H0C8	ILKAP
Q9CQI7	Snrpb2
Q96A59	MARVELD3
Q7Z4H7	HAUS6
Q9NUS5	AP5S1
Q800L1	SURF1
P49796	RGS3
Q2T9W1	SNX20
Q793U7	B3galnt1
P04083	ANXA1
P56500	Ucp2
Q9JI19	Fibp
Q3UKU1	Ell2
Q2KI09	TCEA3
Q3T0A3	CFD
P57678	GEMIN4
Q9HCN4	GPN1
Q5U4D9	Thoc6
Q9R101	LIPE
A3KGB4	Tbc1d8b
Q5XIU9	Pgrmc2
Q0VCY3	SURF6
A9X1C8	EXT1
Q96C57	CUSTOS
O60519	CREBL2
Q2KHW5	ACSBG1
Q9JJT0	Rcl1
P29590	PML
Q9BRR6	ADPGK
Q5PRD4	csnk1g1
Q9NYC9	DNAH9
Q6A2H4	IL10
Q91VP7	Tmem101
Q9NWV8	BABAM1
Q9WUH5	Trim10
O75529	TAF5L
Q9JHQ0	Anxa9
Q3ZCH9	HDHD2
O95900	TRUB2
P14629	ercc5
Q6ZMT9	DTHD1
Q9NSC2	SALL1
Q29RL9	TCEA1
Q8NCF5	NFATC2IP
Q5U583	gpx8-b
Q17R13	TNK2
Q5EA86	TMEM183
P34955	SERPINA1
Q9NPJ6	MED4
Q6PIU2	NCEH1
Q3SX46	C1GALT1C1
Q9NRS6	SNX15
Q0V8R7	NSUN4
Q9Y5I7	CLDN16
Q9HBK9	AS3MT
Q5JRX3	PITRM1
A8E4M4	MCRIP1
Q6J1Y9	Usp19
Q5F349	POMK
Q9BRT8	CBWD1
Q5RBD7	DNAJC22
Q9BXY5	CAPS2
Q96J88	EPSTI1
Q9NQW6	ANLN
P55861	mcm2
P07992	ERCC1
Q6IQ20	NAPEPLD
P22748	CA4
A7S8T5	v1g187067
P02790	HPX
A6NL26	OR5B21
Q6PBN5	aup1
Q8N0V3	RBFA
Q8IVH4	MMAA
P63090	Ptn
Q9DCV4	Rmdn1
Q8BI36	Jkamp
Q6TLJ0	DRD4
Q8WXA9	SREK1
P61808	Snn
Q7L4P6	BEND5
O77774	NCF1
Q02040	AKAP17A
P35521	CLNS1A
Q96NG5	ZNF558
Q9NX07	TRNAU1AP
Q96NR8	RDH12
Q5RBL0	YIPF1
Q5ZIX3	MEAF6
Q5ZJ69	ARID5B
Q68FR5	Tmem209
Q3ZBG6	UNC50
Q6GL77	ubxn1
Q5ZHN5	THAP5
A1A4K8	U2AF1
Q0V9J0	tmem69
O00625	PIR
P62997	Tra2b
Q96CW9	NTNG2
Q5R5S7	ITGB1BP1
Q6ZRP7	QSOX2
Q99PI5	Lpin2
A6NDU8	C5orf51
P59480	mrpl45
Q9Y256	RCE1
O43422	THAP12
Q9UHY7	ENOPH1
P13863	CDK1
Q99551	MTERF1
Q15937	ZNF79
Q7L0Q8	RHOU
Q8JFQ4	RDM1
Q58D49	MMAB
Q5RFR6	Kiaa0319l
Q8BTU7	Rccd1
Q92664	GTF3A
Q4KWZ6	MAD2L2
Q9JHN8	Stk19
Q5ZJQ7	SSU72
Q8C6U2	Slc66a3
Q9NRR1	CYTL1
Q9DB98	Leng1
Q5RD29	EIF1AD
O75896	TUSC2
Q9UL46	PSME2
Q6T311	ARL9
P51948	MNAT1
Q3KPN2	tsr2
Q8NFH4	NUP37
Q7TMI3	Uhrf2
Q7L2Z9	CENPQ
Q90X07	PSEN2
Q155U0	vps51
Q86T20	SMIM29
Q02241	KIF23
P35249	RFC4
A8IHN8	Ag2
Q6DDR3	cybrd1
Q6XXM7	RCAN1
Q3ZCI1	TMEM14C
P49615	Cdk5
O46373	SLC25A4
Q91288	FGFR4
Q8R323	Rfc3
Q8BK72	Mrps27
Q9Y2B5	VPS9D1
Q03393	PTS
Q96BD6	SPSB1
Q91399	id3-a
E7E2N8	ifi30
Q5F3Z7	CTDSPL2
Q9R1T2	Sae1
Q5BK46	Rnaseh1
P37980	PPA1
Q148K0	TCEA2
Q9JIX9	Fastk
Q5R9S1	CCDC25
P35914	HMGCL
O14817	TSPAN4
Q99848	EBNA1BP2
Q0IIF6	FAIM
Q9UNX4	WDR3
Q5ZJ60	HIBCH
Q4KLN0	Sdcbp2
Q5ZM39	BCL6
Q3SZZ0	BRIX1
Q921N8	Gps2
Q6NU94	mettl1
Q5ZKQ7	GID8
Q8WVK7	SKA2
O60447	EVI5
Q9NRG0	CHRAC1
Q5RKI9	Mrrf
Q9HD15	SRA1
Q08623	PUDP
Q5R824	NAXD
Q5R8V2	FAM160A2
Q9D281	Fam114a1
Q9NQG1	MANBAL
Q2KHU5	MACROD1
P49914	MTHFS
O08542	Efna4
Q32KV4	DYNC2LI1
P35290	Rab24
P10619	CTSA
P51151	RAB9A
A5PJS2	SRD5A1
Q8VXZ0	NUDT20
Q923G5	Zdhhc7
Q9UPQ4	TRIM35
P54866	NRGN
Q8WUD1	RAB2B
P81799	Nagk
Q99437	ATP6V0B
Q9Y3A4	RRP7A
P07742	Rrm1
Q8BWR2	Pithd1
P31230	Aimp1
P28328	PEX2
A7M7B9	NTHL1
Q1ZZU3	SWI5
P21704	Dnase1
Q8BHA0	Ino80c
O35639	Anxa3
Q6AXW0	Cdca8
A0FI79	INPP5E
E1C7T6	TYW5
Q3ZBL9	CCNH
Q99KC8	Vwa5a
Q9CZ82	Med18
Q0IH86	slx1a
Q9NYF5	FAM13B
Q60668	Hnrnpd
Q5R6W3	RBM18
Q96F25	ALG14
Q6DF30	dhdh
Q96C03	MIEF2
Q5ZJH5	WDR61
P08760	AK3
Q8TDX5	ACMSD
Q5R6G1	MTERF2
A2VDY4	HPF1
Q5RCQ0	DTWD1
P0C5J2	B9d1
Q9D0K0	Tbc1d7
Q28HC7	commd6
Q9CZT6	Cmss1
Q9BUF7	CRB3
Q8VE99	Ccdc115
Q27HK4	MTX1
Q9H1D9	POLR3F
Q865S0	EBAG9
P61917	NPC2
Q5T6V5	C9orf64
Q5RA81	GRPEL1
E1BP36	MMS19
Q4U5R3	PSME1
Q2KJD3	CWC15
Q5XIF1	Tcta
Q9D4K5	Fam166a
Q27979	RDH5
Q2HJ47	DENR
Q9BT49	THAP7
Q4VKV8	N
Q9HB21	PLEKHA1
Q0V9A9	lactb2
Q5ZLR7	TMEM251
Q9JKW1	Timm22
Q96HA9	PEX11G
Q0V7M8	FAM167A
Q32P65	NDUFAF2
Q8IVU9	CABCOCO1
Q6P829	nosip
O35344	Kpna3
O14562	UBFD1
Q9BVJ7	DUSP23
Q13257	MAD2L1
P97615	Txn2
Q9H5V9	CXorf56
P70459	Erf
Q8TB03	CXorf38
Q9CWV6	Prkrip1
Q4FZP2	mri1
Q5R4W3	POLE3
Q2KHU4	CLPP
A1A4G5	LNP1
Q15006	EMC2
Q96T21	SECISBP2
Q3SZU9	TMEM141
Q95JD5	SULT1B1
Q7Z4H4	ADM2
Q8K4B0	Mta1
Q8WV19	SFT2D1
Q7Z6M1	RABEPK
O14645	DNALI1
A4QP81	frrs1
Q2KII6	NGDN
Q5F410	TMEM18
Q8TE96	DQX1
Q8JG54	RGMA
Q16698	DECR1
A6QPH1	PYM1
Q0P436	tmem14c
Q9P2K8	EIF2AK4
Q9UDX5	MTFP1
Q5ZJN1	RTF2
Q99L02	Pagr1a
Q5E9A0	OSER1
Q62639	Rheb
Q5ZKT8	MRPL15
Q2YDN6	RPF2
Q9NR80	ARHGEF4
Q8C1S0	Med19
P18438	CD3D
Q8IWP9	CCDC28A
Q5ZKN2	PGRMC1
Q9R0Q9	Mpdu1
Q9H944	MED20
P30039	PBLD
D3ZSC8	Dnajc17
Q96HE9	PRR11
Q9NVX0	HAUS2
P15428	HPGD
Q9H2K0	MTIF3
Q9H553	ALG2
B6ID01	Tmem216
P99025	Gchfr
O75400	PRPF40A
Q2KIY1	PXMP2
Q6UX40	TMEM107
O14925	TIMM23
H3BPM6	MKRN2OS
B5G1P1	IFT43
Q9H299	SH3BGRL3
O97919	CCL5
Q5E9B7	CLIC1
Q9GZT6	CCDC90B
Q9BPU9	B9D2
O88823	Jtb
Q8IZW8	TNS4
Q4V7Q8	tmem220
Q923G2	Polr2h
Q9N0V4	GSTM1
Q52NJ0	RABAC1
Q6AYA0	Rilpl2
Q96AT9	RPE
Q8IYJ3	SYTL1
P19600	hnrnpc
A3KPP3	rangrf
Q5EAR5	trpt1
O54781	Srpk2
Q98924	HOXA9
P86345	CDCA9
Q99ND9	Rwdd1
Q9CPT4	Mydgf
Q5XXB5	MSH2
Q7TN05	Ap1s3
O00233	PSMD9
E9PRG8	C11orf98
Q15024	EXOSC7
P59046	NLRP12
Q5E9A6	VPS25
Q4R7C8	BLOC1S2
E1BWM5	FUNDC1
Q4R8Y8	SNRPA1
Q9ERK4	Cse1l
Q5ZLJ4	TMEM70
Q498T4	Mrpl2
Q9BY19	MS4A8
Q6DGW9	tmco1
Q6DFG0	arhgap21-a
Q17QE0	FAM241A
O73770	DGCR6
Q9CQJ1	Higd2a
Q9Y4C8	RBM19
A0A1B0GTC6	C3orf85
Q63829	Commd3
Q99JX1	Taf11
Q61152	Ptpn18
Q9H1X1	RSPH9
Q16772	GSTA3
Q9JKB1	Uchl3
A3KMZ6	COX11
Q5RA03	SHTN1
Q9H2W6	MRPL46
P29372	MPG
P61972	Nutf2
Q9D8S4	Rexo2
P23928	Cryab
P20135	GSTT1
Q9Y3B7	MRPL11
E2R5I0	SMIM12
P13686	ACP5
Q9Y365	STARD10
P82919	MRPS18A
Q5R589	ERG28
Q2TBL9	TRAPPC4
Q96LI9	CXorf58
B0UZC8	vwc2l
Q9GZQ3	COMMD5
P11183	GCSH
Q29460	PAFAH1B3
Q5R8W6	LUC7L3
Q5F414	PNO1
Q2HJC9	PQBP1
Q9GME3	HSD17B8
Q5RDT5	SAP18
O00746	NME4
Q6GL69	nifk
Q5TM62	MRPS18B
Q91WK1	Spryd4
Q5XFQ6	TFEC
Q66JG5	tada3
Q8K3U7	PRDX2
P31722	C1qc
Q6DGL8	mrps15
Q9Y399	MRPS2
O15145	ARPC3
Q14766	LTBP1
Q5U5M8	Bloc1s3
Q9D8S9	Bola1
Q5RA31	TOMM20
P36404	ARL2
Q5E996	NOP16
Q9BRT2	UQCC2
B5G279	NCBP2
Q5RC60	TIMP1
O15304	SIVA1
F1QCN0	gatd3a
P82929	MRPS34
Q5FVJ7	Ift22
Q00649	HSPB1
P82911	MRPS11
Q7ZXR3	naa20
Q9D8Y1	Tmem126a
Q64303	Pak2
Q5HZL4	pclaf
P83871	Phf5a
O70454	Bud31
O08950	Gtf2a2
Q9CQL5	Mrpl18
Q9ULC4	MCTS1
P83941	Eloc
A5A6N6	EMP2
Q9WTZ1	Rnf7
O60232	ZNRD2
Q0IHI6	med30
Q6NW29	RWDD4
Q9DBZ5	Eif3k
Q1L9A2	opa3
A0A096LP01	SMIM26
F1NLH9	ITPA
Q99ML2	Tnk1
Q8SQ46	CD59
Q9EP80	Pick1
P62489	Polr2g
P08207	S100a10
Q8WYQ3	CHCHD10
Q9EPJ3	Mrps26
P83565	Mrpl40
O00399	DCTN6
Q99N90	Mrpl36
Q6DGP8	nrn1
P0C2C0	Mrpl22
P84089	Erh
P60006	ANAPC15
Q6DJF8	mettl23
Q9BZI7	UPF3B
P0C7P0	CISD3
Q9DCS9	Ndufb10
Q9D1M7	Fkbp11
P60192	Snapin
Q96K80	ZC3H10
P0CB92	NDUFA8
Q4KM33	Plek
Q2TBW2	COQ7
Q9BVG4	PBDC1
Q9DB28	Pop5
Q5R9N0	MRPL35
A4IHF8	dpcd
Q3ZBL5	PTRH2
O95630	STAMBP
P18484	Ap2a2
Q8TBF4	ZCRB1
Q7ZW78	rnf181
Q641S4	selenok
Q920Q4	Vps16
Q9WTQ6	Trib3
O43447	PPIH
Q8WMD0	COMMD1
Q9Z336	Dynlt1
Q02380	NDUFB5
Q02369	NDUFB9
Q9BQ48	MRPL34
Q0MQC3	NDUFAB1
O95563	MPC2
Q498R7	Czib
Q5R9W6	TAF13
Q8HXG6	NDUFA11
Q86SZ2	TRAPPC6B
Q1W6H9	FAM110C
O13113	DAD1
Q9UHV9	PFDN2
P16257	Tspo
O70600	Rsad2
P28347	TEAD1
P80747	ITGB5
Q5R9M4	CNIH4
Q9Y6Y1	CAMTA1
Q6B860	MRPS14
P48427	TBCA
P86390	HBB2
Q6DFQ5	tmem97
Q6GLB9	emx1
A4FUI1	CCDC58
Q5XGW0	atp6v1g3
Q8K0D0	Cdk17
Q6ZWX0	Wdr83os
Q9HBR0	SLC38A10
Q5XGC7	calml4
Q05397	PTK2
O15212	PFDN6
Q7Z6M4	MTERF4
P82920	MRPS21
P82909	MRPS36
Q8BGI1	Rnf24
P50583	NUDT2
P62282	Rps11
Q5R8M5	FERMT1
A6H7F7	TRAPPC2L
P56391	Cox6b1
Q9CSB4	Pard3b
Q9Z1P6	Ndufa7
P12074	COX6A1
Q5RCZ7	RCBTB2
P62076	Timm13
P67985	RPL22
Q9C0D9	SELENOI
P50747	HLCS
P62876	Polr2l
A2BHB7	gatc
P10147	CCL3
Q5JS54	PSMG4
Q75NY9	SEC16B
Q9BQC6	MRPL57
P62832	Rpl23
Q9P1Y6	PHRF1
Q9JJ94	Ssna1
Q8R0F5	Rbmx2
Q4JIM4	PSEN1
A1XQU3	RPL14
Q8VD12	Znf385a
Q5R7C4	SERF2
Q0MQC7	NDUFB2
Q0MQH5	NDUFS6
P18583	SON
Q02371	NDUFA3
Q676U5	ATG16L1
Q12962	TAF10
Q4R5E2	NDUFA2
Q02365	NDUFB3
Q8JZQ2	Afg3l2
Q5F3A1	SEC62
Q9CQ00	Dmac1
P49916	LIG3
Q6P7A9	Gaa
Q6NRB0	hook2
Q7ZX53	slc22a15b
Q7Z5L7	PODN
Q8TBX8	PIP4K2C
O95786	DDX58
Q7Z624	CAMKMT
Q99572	P2RX7
Q94CF0	EHD1
Q4H4B6	scrib
P30664	mcm4-b
Q9BY77	POLDIP3
Q9P0L1	ZKSCAN7
D3ZDK2	Ube2d1
O15164	TRIM24
Q0VE29	Samd12
P50851	LRBA
Q4G017	Nisch
Q5ZKM0	DTNBP1
Q8TE99	PXYLP1
Q02086	SP2
Q5R4M8	ALDH18A1
P38935	IGHMBP2
Q9NWF9	RNF216
Q9BRL7	SEC22C
Q8AXV0	SH3GL1
O95628	CNOT4
Q9HB75	PIDD1
Q5T1M5	FKBP15
Q6SZ61	CD2
Q9UPR6	ZFR2
Q6P2P2	PRMT9
Q5FWL7	zdhhc15
Q8IXT1	DDIAS
Q32N70	ykt6-b
Q0P4S0	zfyve28
P85515	Actr1a
O60524	NEMF
Q9HCS5	EPB41L4A
P57057	SLC37A1
Q03701	CEBPZ
Q3ZBH3	CD151
Q5R5N8	DIS3L
Q6NWY9	PRPF40B
A2VDT9	DDIT4L
Q8TB72	PUM2
Q9MZ08	BCAM
Q99P51	Rassf3
Q9H2X6	HIPK2
Q5BK26	Pnpla7
O95271	TNKS
Q8BJA2	Slc41a1
Q07212	THY1
Q5ZHV5	JMJD4
P19484	TFEB
P59268	Zdhhc9
Q673G8	dact2
Q2T9P0	EFCAB3
P24802	PLOD1
Q0IIG5	PFKM
O89040	Plcb2
O60942	RNGTT
Q9GK38	CNN1
Q92824	PCSK5
Q86UC2	RSPH3
Q9Z1D7	Zscan12
Q86UB9	TMEM135
Q66H20	Ptbp2
B3TP03	SLC7A2
P0C871	Pla2g4b
Q4G176	ACSF3
Q9QX96	Sall2
Q8C5T8	Ccdc113
O88484	Pdp2
Q5ZMQ0	ARMC1
O95084	PRSS23
A7MBC7	NEMP1
P54750	PDE1A
Q80YV3	Trrap
Q6AZ51	Il17re
Q5ZHX9	DPH1
Q96JM7	L3MBTL3
Q4L180	FILIP1L
Q04912	MST1R
P43121	MCAM
P25391	LAMA1
P04626	ERBB2
Q8AYD0	CDH5
Q8CHM1	Aqp11
A6NJ78	METTL15
Q08DQ2	GFPT2
Q14511	NEDD9
Q2M389	WASHC4
Q8NFJ5	GPRC5A
Q5ZLL9	BRMS1L
Q9NWT6	HIF1AN
Q5ZJU3	ASNS
Q01613	shroom1
P57679	EVC
Q8TB61	SLC35B2
O15360	FANCA
Q14587	ZNF268
P60027	GTF2H4
Q658Y4	FAM91A1
Q9HA65	TBC1D17
P53987	Slc16a1
Q75QN2	INTS8
O43683	BUB1
Q9H2M9	RAB3GAP2
Q6DC77	paqr5b
Q8BH79	Ano10
Q86UR1	NOXA1
Q6PEM6	Gramd2b
Q99PL5	Rrbp1
Q52MA5	mief1
Q5NVC2	RUNDC3B
Q5ZJ41	MARCHF5
Q91YN0	D6Wsu163e
Q9UGH3	SLC23A2
A6QR20	SLF1
Q9NZI6	TFCP2L1
Q9H992	MARCHF7
Q9NRZ9	HELLS
Q13423	NNT
Q5FVF1	Fra10ac1
Q68SB1	Stau2
Q6ZQ89	Marchf6
Q5R6R5	CMAS
Q5RD97	OBI1
Q7Z7L9	ZSCAN2
E1C2U2	RIF1
Q2KHT3	CLEC16A
Q9NSV4	DIAPH3
Q91XY4	Pcdhga4
Q61879	Myh10
P59622	Sla
Q6NV04	ilvbl
Q5U2V5	Crls1
A0JP89	shfl
Q15723	ELF2
Q95323	CA4
Q5ZIG3	SLC25A46
Q9Y576	ASB1
Q86XN7	PROSER1
E1BD59	TRIM56
Q566J8	Coq8b
Q6IMY1	Mtus1
Q80YR4	Znf598
P05625	RAF1
Q8IWF6	DENND6A
P25189	MPZ
Q8TBR7	TLCD3A
Q13822	ENPP2
O43765	SGTA
Q32LM2	SGTA
D3ZRW8	Etnk2
O60381	HBP1
P58929	Gmeb2
Q29RT6	KIF20A
Q9D4P0	Arl5b
Q96P48	ARAP1
Q9P219	CCDC88C
Q5ZMN2	MCM3
Q9Y2W6	TDRKH
Q7Z4Q2	HEATR3
O54788	Dffb
Q9NXE4	SMPD4
Q9CZX5	Pinx1
Q8IXL6	FAM20C
P56399	Usp5
Q99J08	Sec14l2
O75146	HIP1R
Q68FS2	Cops4
Q05086	UBE3A
Q9Z2W1	Stk25
O94892	ZNF432
Q9H939	PSTPIP2
O97557	TUFT1
Q3T105	GALE
Q90WR8	SP3
Q4KLP8	sgo1
Q9NQH7	XPNPEP3
Q9UKL3	CASP8AP2
O95125	ZNF202
Q9BDJ4	LIPH
P06536	Nr3c1
P09417	QDPR
Q8C0L8	Cog5
Q5R8H5	GTF2E1
Q5F3R2	KDM5B
Q5ZJ81	SH3GLB2
Q01826	SATB1
Q5REB1	MPPED2
Q2KJ84	TMED5
A4K2W1	SYS1
Q8R4D1	Slc9a8
Q8NCG7	DAGLB
A7MAZ4	TAF8
Q00534	CDK6
Q5PSV5	LEPROT
Q5VWT5	FYB2
Q5RFR0	TTPAL
Q96PZ0	PUS7
Q9BZ29	DOCK9
Q8IWI9	MGA
Q5R807	FCHO2
Q86TL0	ATG4D
O14867	BACH1
Q5R5X4	CASC4
Q5ZIW5	VAC14
Q96IV0	NGLY1
Q9Y6M1	IGF2BP2
Q5R7R6	COG4
Q6P2E9	EDC4
Q16643	DBN1
Q4V9L6	TMEM119
Q9H4L5	OSBPL3
P10039	TNC
Q5R9Q3	GPM6A
P20192	DGKA
P41157	fli1
O43299	AP5Z1
A8WH34	glmp-b
Q9Z200	Sh2b2
Q5REW1	IYD
Q5ZJ58	PIP5K1B
Q15386	UBE3C
Q5ZLS2	EDC3
O93295	ENTPD8
Q5TFE4	NT5DC1
Q15021	NCAPD2
Q99KN1	Arrdc1
Q5R591	SMNDC1
Q9BXJ9	NAA15
Q5ZM41	TEX10
Q6PZ02	ATG4B
Q14151	SAFB2
O88632	Sema3f
Q1LZ87	ZNF397
Q8CG64	Fkrp
P56192	MARS1
Q08D99	TMEM41A
Q9Y315	DERA
Q96DY7	MTBP
A2AJT4	Pnisr
Q99808	SLC29A1
Q1RMS0	CCSER1
Q6NSV7	Fam149b1
Q7ZWY2	pih1d1
Q66PG4	LARGE2
Q8IX01	SUGP2
Q4VAC9	Plekhg3
Q9UQK1	PPP1R3C
Q6DI92	Zswim9
Q99JB0	Klf7
O75886	STAM2
Q3KQZ1	SLC25A35
O00462	MANBA
O08908	Pik3r2
Q03669	ATP2A2
Q5ZLX5	ZRANB2
Q5BIP8	DNAJB5
Q9UQ49	NEU3
Q9HB96	FANCE
P27615	Scarb2
Q15652	JMJD1C
Q5R8X1	ZNF665
Q08DZ8	PRIMPOL
Q61098	Il18r1
Q2KIT4	DNAJB4
O09118	Ntn1
Q14161	GIT2
Q5E9H9	ABHD10
Q9CYU6	Dph7
Q8BMG1	Atrip
B7ZNG0	Kif7
Q5RBP9	MPEG1
O60308	CEP104
Q9GM44	HEATR1
Q8TAG9	EXOC6
O43781	DYRK3
Q9BQN1	FAM83C
A0JN53	RPAP1
Q9HAW0	BRF2
Q8IZK6	MCOLN2
Q66K89	E4F1
Q13077	TRAF1
B0VX73	RHBDF1
P49754	VPS41
Q92581	SLC9A6
Q5RA75	FAM135A
Q5ZMR3	PCMTD1
P55008	AIF1
P49585	PCYT1A
Q9EP97	Senp3
L7YAI7	b4gat1
Q6ZUT1	NKAPD1
P13834	GYS1
Q5R539	SRRT
Q5ZLV4	NSUN2
Q58DC8	ORC1
Q13118	KLF10
A6QQZ0	GDAP1
Q5XIS1	Ssh3
O60341	KDM1A
Q92484	SMPDL3A
Q3SZJ2	RIPK2
O43306	ADCY6
P35610	SOAT1
Q5ZLT3	N4BP3
P81274	GPSM2
Q7SZI5	RFTN1
Q8TD55	PLEKHO2
Q9UKB3	DNAJC12
Q9UBX1	CTSF
Q8K2G4	Bbs7
Q2M385	MPEG1
P55281	Cdh17
Q5R6L8	PIGK
Q8K4Q0	Rptor
Q9WUC8	Plrg1
Q9GL50	STEAP1
Q8TB73	NDNF
Q3T099	WARS2
Q6GQ66	fastkd1
Q5M823	Nudcd2
Q9Z321	Top3b
Q00910	Slco2a1
Q96S52	PIGS
O00534	VWA5A
Q5BJK8	Golim4
Q3TCT4	Entpd7
Q9QXP7	C1qtnf1
Q9Y4K4	MAP4K5
Q8VEH0	Tmem144
Q810J8	Zfyve1
P70187	Mfsd14a
Q8R001	Mapre2
P49336	CDK8
P19596	FGF1
Q9UBT2	UBA2
A4Q9F6	Ttll13
Q811F1	Zbtb41
O35451	Atf6b
Q9Y490	TLN1
Q99PD6	Tgfb1i1
B4DU55	ZNF879
Q5RAZ4	DHX15
Q8NHP6	MOSPD2
Q2NL16	FBXO28
P38936	CDKN1A
Q96A09	TENT5B
Q99741	CDC6
Q13569	TDG
Q8K009	Aldh1l2
Q9D2K4	Iqch
Q63704	Cpt1b
Q9NUJ3	TCP11L1
Q5Q0T9	Metrn
Q9D0N8	Tmem88
Q66JT1	Lrrc8e
Q6IRQ5	sept8-b
F1N9Y5	SYK
Q9Z1M4	Rps6kb2
Q9H410	DSN1
O60306	AQR
Q9Y2D0	CA5B
Q14117	DPYS
Q5ZMV8	RAP1GAP2
Q9UBP5	HEY2
B1H1W9	dnaaf2
Q5ZLA6	MYO1C
Q9DE07	NBN
Q7TMV3	Fastkd5
Q16853	AOC3
Q6DYE7	REN
Q8R4E6	Purg
Q9UJV8	PURG
Q86UA1	PRPF39
Q868Z9	Ppn
Q4KMG0	CDON
O75027	ABCB7
Q96NA8	TSNARE1
Q3ZBS1	MACIR
Q68DQ2	CRYBG3
B5DEL3	Ttc17
Q8IX04	UEVLD
Q01978	tcf3
Q63ZU0	ada
Q6YGZ5	ARNTL
Q8R4F0	Mcoln3
Q9JK84	Pard6g
Q5EBL2	ZNF628
Q9Y5A9	YTHDF2
Q5ZKL6	mboat2
Q9R0Z9	Dlc1
P47758	Srprb
Q8R1F6	Hid1
Q8NEG7	DENND6B
Q7T0X7	oxnad1
Q8BFW4	Trim65
Q90Z16	OPTN
Q9D8P7	Gtf3c6
Q4KM79	Dusp11
Q4R4U1	PANK4
Q8CGC4	Lsm14b
A6H751	FPGS
O55187	Cbx4
P53677	AP3M2
Q08CK1	ecsit
Q96GR4	ZDHHC12
Q8IZ69	TRMT2A
Q8NAA4	ATG16L2
Q8C428	Tmc7
Q6ZXV5	TMTC3
Q66HG3	Cndp1
Q96KN2	CNDP1
O88813	Acsl5
Q32LE3	CETN1
Q9HCS7	XAB2
B2RD01	CENPBD1
P30281	CCND3
Q6NTR6	usp44-a
Q5BIZ0	mfsd4a
Q9NVN3	RIC8B
Q9NYY3	PLK2
O08601	Mttp
Q9TV13	CASP1
Q8BHS8	Sybu
Q96IY1	NSL1
P35555	FBN1
Q5E9J9	STRADA
Q92930	RAB8B
P17029	ZKSCAN1
O60244	MED14
Q3THS6	Mat2a
Q86XF7	ZNF575
P0C7U4	c3ar1
Q0VD15	ORMDL3
Q9NQ88	TIGAR
P00515	PRKAR2A
P42675	NLN
Q04724	TLE1
Q96KR1	ZFR
Q5RAB0	HSPB8
Q5ZKL5	PREPL
Q8CI95	Osbpl11
Q92783	STAM
P20717	Padi2
Q8IZE3	SCYL3
P79381	EPHX1
Q15929	ZNF56
Q5U243	clip3
Q8WUQ7	CACTIN
Q7TNF9	Fam117a
Q5ZL67	NFE2L1
Q2HJ93	PHF11
P25500	PAPOLA
Q9NRM2	ZNF277
Q1RMT1	ERCC3
Q7TT47	Spg7
Q5RD27	SRPK1
Q9BX84	TRPM6
Q5THK1	PRR14L
Q9BUR4	WRAP53
P63007	Lhx1
Q96RK4	BBS4
Q8IZV5	RDH10
Q9HBE5	IL21R
Q6SA80	Rnd3
Q9NZN8	CNOT2
Q96FA3	PELI1
Q5ZLL7	WDR91
Q93063	EXT2
O88852	Tspyl1
Q66JJ4	trmt10a
O88554	Parp2
Q99418	CYTH2
Q86WA9	SLC26A11
Q8WMG3	ATP1B2
Q9Y5R5	DMRT2
Q9ULT8	HECTD1
Q8K2L8	Trappc12
P49263	pxn1
Q5ZIE4	CHST10
Q16589	CCNG2
Q8N4B1	PHETA1
Q92834	RPGR
Q66K14	TBC1D9B
Q9Y4H4	GPSM3
P70500	Cdipt
Q5ZJ17	RABGAP1L
Q8BXQ2	Pigt
Q9HBT7	ZNF287
Q6TAC4	Vmn2r26
B2GUX4	Usp21
Q66KL0	cml
Q9JJS5	Sh3bp4
Q9UJX0	OSGIN1
Q96AX1	VPS33A
Q66K64	DCAF15
P49841	GSK3B
Q96Q07	BTBD9
Q96PB1	CASD1
P63320	RALA
Q5ZHV2	NAA35
Q69YN2	CWF19L1
Q8VC31	Ccdc9
Q60855	Ripk1
Q7Z7A4	PXK
Q14746	COG2
Q5H9S7	DCAF17
E2RA18	CLGN
Q5R6P6	GMFB
Q9H6P5	TASP1
Q5W5U4	DDX4
P52747	ZNF143
Q8N8A6	DDX51
P51797	CLCN6
A1YFW2	ZSCAN12
Q8IY37	DHX37
Q5U1Y0	Tmem192
